ResourceName,StandardName,DisplayName,Definition,Groups,SimpleDataType,SourceResource,SugMaxLength,SugMaxPrecision,Synonyms,FrenchCanadianDisplayName,SpanishDisplayName,ElementStatus,RecordId,LegacyRecordId,LookupStatus,LookupName,RepeatingElement,PropertyTypes,Payloads,StatusChangeDate,RevisedDate,AddedInVersion,WikiPageTitle,WikiPageUrl,WikiPageId,TargetResourceKey,SourceResourceKey,BEDES
ResourceName,AboveGradeFinishedArea,Above Grade Finished Area,The finished area within the structure that is at or above the surface of the ground.,Structure,Number,,14,2,,Superficie finie au-dessus du niveau du sol,Área Completada por Encima del Piso,Active,e63a874,100311,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2011-11-09,2021-06-17,,AboveGradeFinishedArea Field,https://ddwiki.reso.org/display/DDW20/AboveGradeFinishedArea+Field,2104909,,,"Location = ""Above grade"" Finished Status = ""Finished"" Area = [value]"
Property,AboveGradeFinishedAreaSource,Above Grade Finished Area Source,"The source of the measurements. This is a pick list of options showing the source of the measurement (e.g., Agent, Assessor, Estimate).",Structure,"String List, Single",,50,,,Source des mesures de la superficie finie au-dessus du niveau du sol,Fuente del Área Completada por Encima del Piso,Active,786c4f5,100820,Open with Enumerations,AreaSource,No,"RESI,RLSE,RINC,MOBI,FARM",,2016-06-21,2021-06-17,,AboveGradeFinishedAreaSource Field,https://ddwiki.reso.org/display/DDW20/AboveGradeFinishedAreaSource+Field,2104915,,,Origin = [value]
Property,AboveGradeFinishedAreaUnits,Above Grade Finished Area Units,"A pick list of the unit of measurement for the area (e.g., Square Feet, Square Meters).",Structure,"String List, Single",,25,,,Unité de mesure de la superficie finie au-dessus du niveau du sol,Unidades de Área Completada por Encima del Piso,Active,a728991,100821,Open with Enumerations,AreaUnits,No,"RESI,RLSE,RINC,MOBI,FARM",,2016-06-21,2023-08-25,,AboveGradeFinishedAreaUnits Field,https://ddwiki.reso.org/display/DDW20/AboveGradeFinishedAreaUnits+Field,2104923,,,
Property,AboveGradeUnfinishedArea,Above Grade Unfinished Area,The unfinished area within the structure that is at or above the surface of the ground.,Structure,Number,,14,2,,,,Active,63ebcb1,,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2019-02-21,2019-02-21,2.0.0,AboveGradeUnfinishedArea Field,https://ddwiki.reso.org/display/DDW20/AboveGradeUnfinishedArea+Field,2104927,,,
Property,AboveGradeUnfinishedAreaSource,Above Grade Unfinished Area Source,"The source of the measurements of the unfinished area above grade. This is a pick list of options showing the source of the measurement (e.g., Agent, Assessor, Estimate).",Structure,"String List, Single",,50,,,,,Active,015ba62,,Open with Enumerations,AreaSource,No,"RESI,RLSE,RINC,MOBI,FARM",,2019-02-21,2019-02-21,2.0.0,AboveGradeUnfinishedAreaSource Field,https://ddwiki.reso.org/display/DDW20/AboveGradeUnfinishedAreaSource+Field,2104933,,,
Property,AboveGradeUnfinishedAreaUnits,Above Grade Unfinished Area Units,"A pick list of the unit of measurement for the unfinished area above grade (e.g., Square Feet, Square Meters).",Structure,"String List, Single",,25,,,,,Active,ad5c7a8,,Open with Enumerations,AreaUnits,No,"RESI,RLSE,RINC,MOBI,FARM",,2019-02-21,2019-02-21,2.0.0,AboveGradeUnfinishedAreaUnits Field,https://ddwiki.reso.org/display/DDW20/AboveGradeUnfinishedAreaUnits+Field,2104939,,,
Property,AccessCode,Access Code,The code to gain access through the secured gate for a property located behind an unmanned security gate such as in a gated community.,"Listing,Showing",String,,25,,GateCode,Code d’accès,Código de Acceso,Active,866356b,100860,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM",,2014-07-03,2023-08-25,,AccessCode Field,https://ddwiki.reso.org/display/DDW20/AccessCode+Field,2104908,,,
Property,AccessibilityFeatures,Accessibility Features,A list or description of the accessibility features included in the sale/lease.,Structure,"String List, Multi",,1024,,,Caractéristiques de l’accessibilité,Características de Accesibilidad,Active,444934c,100407,Open,AccessibilityFeatures,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML",IDX,2018-12-26,2021-06-17,,AccessibilityFeatures Field,https://ddwiki.reso.org/display/DDW20/AccessibilityFeatures+Field,2104945,,,
Property,ActivationDate,Activation Date,Indicates when the listing agent intends to change the property to the Active status.,"Listing,Dates",Date,,10,,,,,Active,b8c9d46,,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2020-05-21,2020-05-21,2.0.0,ActivationDate Field,https://ddwiki.reso.org/display/DDW20/ActivationDate+Field,2104910,,,
Property,AdditionalParcelsDescription,Additional Parcels Description,"If additional parcels are included in the sale, a list of those parcel's IDs separated by commas. Do not include the first or primary parcel number, that should be located in the Parcel Number field.",Tax,String,,255,,,Description des parcelles additionnelles,Descripción Adicional de Parcelas,Active,a2c0b16,100282,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML",,2011-11-09,2021-06-17,,AdditionalParcelsDescription Field,https://ddwiki.reso.org/display/DDW20/AdditionalParcelsDescription+Field,2104911,,,
Property,AdditionalParcelsYN,Additional Parcels Yes/No,Indicates whether or not more than one parcel or lot is included in the sale.,Tax,Boolean,,,,,Parcelles additionnelles O/N,Parcelas Adicionales SN,Active,d6f33c3,100281,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML",,2014-07-03,2023-08-25,,AdditionalParcelsYN Field,https://ddwiki.reso.org/display/DDW20/AdditionalParcelsYN+Field,2104916,,,
Property,AnchorsCoTenants,Anchors & Cotenants,The main or most notable tenants as well as other tenants of the shopping center or mall in which the commercial property is located.,Characteristics,String,,1024,,,Magasins piliers colocataires,Co Inquilinos Ancla,Active,f43d94b,100922,,,No,"COMS,COML",,2014-07-03,2021-06-17,,AnchorsCoTenants Field,https://ddwiki.reso.org/display/DDW20/AnchorsCoTenants+Field,2104912,,,
Property,Appliances,Appliances,A list of the appliances that will be included in the sale/lease of the property.,Equipment,"String List, Multi",,1024,,,Appareils électroménagers,Electrodomésticos,Active,bd6eed9,100361,Open with Enumerations,Appliances,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML",IDX,2018-12-26,2021-06-17,,Appliances Field,https://ddwiki.reso.org/display/DDW20/Appliances+Field,2104913,,,
Property,ArchitecturalStyle,Architectural Style,"A list describing the style of the structure (e.g., Victorian, Ranch, Craftsman).",Structure,"String List, Multi",,1024,,Style,Style architectural,Estilo Arquitectónico,Active,4e4abf3,100345,Open with Enumerations,ArchitecturalStyle,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2023-08-25,,ArchitecturalStyle Field,https://ddwiki.reso.org/display/DDW20/ArchitecturalStyle+Field,2104950,,,
Property,AssociationAmenities,Association Amenities,"The amenities provided by the homeowner association, mobile park or complex (e.g., pool, clubhouse).",HOA,"String List, Multi",,1024,,"AssociationRules, AssociationInfo, HOAAmenities",Commodités offertes par l’association,Servicios de la Asociación,Active,6fa6942,100228,Open with Enumerations,AssociationAmenities,No,"RESI,RLSE,RINC,LAND,MOBI",IDX,2018-12-26,2021-06-17,,AssociationAmenities Field,https://ddwiki.reso.org/display/DDW20/AssociationAmenities+Field,2104931,,,
Property,AssociationFee,Association Fee,"A fee paid by the homeowner to the homeowner association that is used for upkeep of common areas, the neighborhood or other association-related benefits.",HOA,Number,,14,2,"HOAFee, CAM Charge, Condo Charge",Frais payés à l’association,Tarifa de Asociación,Active,c0001f1,100223,,,No,"RESI,RLSE,RINC,LAND,MOBI",IDX,2018-12-26,2021-06-17,,AssociationFee Field,https://ddwiki.reso.org/display/DDW20/AssociationFee+Field,2104937,,,
Property,AssociationFee2,Association Fee 2,"A fee paid by the homeowner to the second of two homeowner associations that is used for upkeep of common areas, the neighborhood or other association-related benefits.",HOA,Number,,14,2,HOAFee2,Frais payés à l’association 2,Tarifa de Asociación2,Active,09491fe,100225,,,No,"RESI,RLSE,RINC,LAND,MOBI",,2011-11-09,2021-06-17,,AssociationFee2 Field,https://ddwiki.reso.org/display/DDW20/AssociationFee2+Field,2104942,,,
Property,AssociationFee2Frequency,Association Fee 2 Frequency,"The frequency the association fee is paid (e.g., weekly, monthly, annually, bimonthly, one time).",HOA,"String List, Single",,25,,HOAFeeFrequency2,Fréquence de paiement des frais à l’association 2,Frecuencia de Tarifa de Asociación2,Active,49466e9,100226,Open with Enumerations,FeeFrequency,No,"RESI,RLSE,RINC,LAND,MOBI",,2011-11-09,2021-06-17,,AssociationFee2Frequency Field,https://ddwiki.reso.org/display/DDW20/AssociationFee2Frequency+Field,2104949,,,
Property,AssociationFeeFrequency,Association Fee Frequency,"The frequency the association fee is paid (e.g., weekly, monthly, annually, bimonthly, one time).",HOA,"String List, Single",,25,,HOAFeeFrequency,Fréquence de paiement des frais à l’association,Frecuencia de Tarifa de Asociación,Active,ddbfc82,100224,Open with Enumerations,FeeFrequency,No,"RESI,RLSE,RINC,LAND,MOBI",IDX,2018-12-26,2021-06-17,,AssociationFeeFrequency Field,https://ddwiki.reso.org/display/DDW20/AssociationFeeFrequency+Field,2104951,,,
Property,AssociationFeeIncludes,Association Fee Includes,"The services included with the association fee (e.g., landscaping, trash, water).",HOA,"String List, Multi",,1024,,HOAFeeIncludes,Compris dans les frais payés à l’association,Inclusiones de Tarifa de Asociación,Active,7c0916b,100227,Open with Enumerations,AssociationFeeIncludes,No,"RESI,RLSE,RINC,LAND,MOBI",IDX,2018-12-26,2021-06-17,,AssociationFeeIncludes Field,https://ddwiki.reso.org/display/DDW20/AssociationFeeIncludes+Field,2104957,,,
Property,AssociationName,Association Name,The name of the homeowner association.,HOA,String,,50,,HOAName,Nom de l’association,Nombre de Asociación,Active,b7fef2e,100869,,,No,"RESI,RLSE,RINC,LAND,MOBI",,2013-11-19,2021-06-17,,AssociationName Field,https://ddwiki.reso.org/display/DDW20/AssociationName+Field,2104964,,,
Property,AssociationName2,Association Name 2,The name of the second of two homeowner associations.,HOA,String,,50,,HOAName2,Nom de l’association 2,Nombre de Asociación2,Active,c861837,100867,,,No,"RESI,RLSE,RINC,LAND,MOBI",,2013-11-19,2021-06-17,,AssociationName2 Field,https://ddwiki.reso.org/display/DDW20/AssociationName2+Field,2104969,,,
Property,AssociationPhone,Association Phone,The phone number of the homeowner association. North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,HOA,String,,16,,HOAPhone,Numéro de téléphone de l’association,Teléfono de la Asociación,Active,9d380f0,100229,,,No,"RESI,RLSE,RINC,LAND,MOBI",,2013-11-19,2021-06-17,,AssociationPhone Field,https://ddwiki.reso.org/display/DDW20/AssociationPhone+Field,2104976,,,
Property,AssociationPhone2,Association Phone 2,The phone number of the second of two homeowner associations. North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,HOA,String,,16,,HOAPhone2,Numéro de téléphone de l’association 2,Teléfono de la Asociación2,Active,9744e01,100868,,,No,"RESI,RLSE,RINC,LAND,MOBI",,2013-11-19,2021-06-17,,AssociationPhone2 Field,https://ddwiki.reso.org/display/DDW20/AssociationPhone2+Field,2104981,,,
Property,AssociationYN,Association Yes/No,Indicates if there a homeowner association. A separate Y/N field is needed because not all associations have dues.,HOA,Boolean,,,,HOAYN,Association O/N,Asociación SN,Active,078f34f,100230,,,No,"RESI,RLSE,RINC,LAND,MOBI",IDX,2018-12-26,2023-08-25,,AssociationYN Field,https://ddwiki.reso.org/display/DDW20/AssociationYN+Field,2104987,,,
Property,AttachedGarageYN,Attached Garage Yes/No,A flag indicating whether or not the garage is attached to the dwelling.,Structure,Boolean,,,,,Garage attenant O/N,Garaje Adjunto SN,Active,c941b36,100319,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2023-08-25,,AttachedGarageYN Field,https://ddwiki.reso.org/display/DDW20/AttachedGarageYN+Field,2104956,,,"Location = ""Garage""If AttachedGarageYN == 'Y' then Vertical Surroundings = ""Attached"", Else Vertical Surroundings = ""Stand-alone"""
Property,AttributionContact,Attribution Contact,A text field to convey a specific contact phone number or email address for the listing firm.,"Listing,AgentOffice,ListOffice",String,,80,,,,,Active,9add3bc,,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2022-04-26,2022-04-26,2.0.0,AttributionContact Field,https://ddwiki.reso.org/display/DDW20/AttributionContact+Field,2104993,,,
Property,AvailabilityDate,Availability Date,The date the property will be available for possession/occupation.,"Listing,Closing",Date,,10,,,Date de disponibilité,Fecha de Disponibilidad,Active,b37a181,100926,,,No,"RLSE,COMS,COML",,2016-06-21,2021-06-17,,AvailabilityDate Field,https://ddwiki.reso.org/display/DDW20/AvailabilityDate+Field,2105022,,,
Property,AvailableLeaseType,Available Lease Type,"Information about the available types of lease for the property (i.e., Net, NNN, NN, Gross, Absolute Net, Escalation Clause, Ground Lease, etc.).",Characteristics,"String List, Multi",,75,,,,,Active,c945006,,Open with Enumerations,ExistingLeaseType,No,COML,,2020-04-22,2020-04-22,2.0.0,AvailableLeaseType Field,https://ddwiki.reso.org/display/DDW20/AvailableLeaseType+Field,2104917,,,
Property,BackOnMarketDate,Back on Market Date,"The date a listing, which had previously gone off market, went back to being on market. This date typically will reflect contractual dates. System timestamp should leverage the term Timestamp rather than Date in the field name.","Listing,Dates",Date,,10,,,,,Active,7f4d8fe,,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2019-02-21,2019-02-21,2.0.0,BackOnMarketDate Field,https://ddwiki.reso.org/display/DDW20/BackOnMarketDate+Field,2104918,,,
Property,Basement,Basement,"A list of information and features about the basement (i.e., None/Slab, Finished, Partially Finished, Crawl Space, Dirt, Outside Entrance, Radon Mitigation).",Structure,"String List, Multi",,1024,,,Sous-sol,Sótano,Active,70fd102,100892,Open with Enumerations,Basement,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2021-06-17,,Basement Field,https://ddwiki.reso.org/display/DDW20/Basement+Field,2104962,,,
Property,BasementYN,Basement Yes/No,Indicates whether or not the property has a basement.,Structure,Boolean,,,,,Sous-sol O/N,Sótano Si or No,Active,a2a38ad,101012,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2018-12-26,2023-08-25,1.7.0,BasementYN Field,https://ddwiki.reso.org/display/DDW20/BasementYN+Field,2104968,,,
Property,BathroomsFull,Bathrooms Full,"A room containing all four of the four elements constituting a bath: toilet, sink, bathtub, shower head (in tub or stall). Some may considered a sink, toilet and tub (without a shower) a full bath, while others may consider that to be a three-quarters bath. In the event that the BathroomsThreeQuarter field is not in use, this field may represent the sum of all full and three-quarters bathrooms.",Structure,Number,,3,,FullBaths,Salles de bains complètes,Baños Completos,Active,22fd5e4,100306,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2023-08-25,,BathroomsFull Field,https://ddwiki.reso.org/display/DDW20/BathroomsFull+Field,2104974,,,
Property,BathroomsHalf,Bathrooms Half,"A room containing two of the four elements constituting a bath: toilet, sink, bathtub, shower head (in a tub or stall). A half bath will typically contain a sink and toilet.",Structure,Number,,3,,HalfBaths,Demi-salles de bains,Baños Medios,Active,681166b,100307,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2023-08-25,,BathroomsHalf Field,https://ddwiki.reso.org/display/DDW20/BathroomsHalf+Field,2104980,,,
Property,BathroomsOneQuarter,Bathrooms One Quarter,"A room containing one of the four elements constituting a bath: toilet, sink, bathtub, shower head (in tub or stall). Examples include a vanity with a sink or a water closet (WC), which is a room with only a toilet.",Structure,Number,,3,,QuarterBaths,Quarts de salles de bains,Baños un Cuarto,Active,1170237,100309,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2021-06-17,,BathroomsOneQuarter Field,https://ddwiki.reso.org/display/DDW20/BathroomsOneQuarter+Field,2104984,,,
Property,BathroomsPartial,Bathrooms Partial,"The number of partial bathrooms in the property being sold/leased. When used in combination with the BathroomsFull field, this replaces (or is the sum of) all half and one-quarter bathrooms. In the event that the BathroomsThreeQuarter field is not used, BathroomsFull replaces (or is the sum of) all full and three-quarters baths. This field should not be used in combination with the BathroomsOneQuarter or BathroomsHalf fields.",Structure,Number,,3,,,Salles de bains partielles,Baños Parciales,Active,cd16597,100943,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2021-06-17,1.4.0,BathroomsPartial Field,https://ddwiki.reso.org/display/DDW20/BathroomsPartial+Field,2104989,,,
Property,BathroomsThreeQuarter,Bathrooms Three Quarter,"A room containing three of the four elements constituting a bath: toilet, sink, bathtub, shower head (in a tub or stall). A typical three-quarters bath will contain a sink, toilet and shower. Some may considered a sink, toilet and tub (without a shower) a three-quarters bath, while others consider this to be a full bath.",Structure,Number,,3,,ThreeQuarterBaths,Trois-quarts de salles de bains,Baños Tres Cuartos,Active,b45740b,100308,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2021-06-17,,BathroomsThreeQuarter Field,https://ddwiki.reso.org/display/DDW20/BathroomsThreeQuarter+Field,2104996,,,
Property,BathroomsTotalInteger,Bathrooms Total Integer,"The simple sum of the number of bathrooms. For example, for a property with two full bathrooms and one half bathroom, the Bathrooms Total Integer would be 3. Expressing this example as 2.5 would require a non-standard field name. Decimal-based bathrooms are not recommended, they are possible via the Data Dictionary's extensibility.",Structure,Number,,3,,,Salles de bains totales,Baños Integral Total,Active,f3f1ced,100928,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2023-08-25,,BathroomsTotalInteger Field,https://ddwiki.reso.org/display/DDW20/BathroomsTotalInteger+Field,2105002,,,"Spatial Unit Type = ""Restroom"" Quantity = [value]"
Property,BedroomsPossible,Bedrooms Possible,The sum of BedroomsTotal plus other rooms that may be used as a bedroom but are not defined as a bedroom per local policy.,Structure,Number,,3,,,Chambres à coucher possibles,Habitaciones Posibles,Active,23db3e8,100889,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2015-09-02,2021-06-17,,BedroomsPossible Field,https://ddwiki.reso.org/display/DDW20/BedroomsPossible+Field,2105008,,,
Property,BedroomsTotal,Bedrooms Total,The total number of bedrooms in the dwelling.,Structure,Number,,3,,,Chambres à coucher totales,Habitaciones Total,Active,571ee82,100304,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2021-06-17,,BedroomsTotal Field,https://ddwiki.reso.org/display/DDW20/BedroomsTotal+Field,2105014,,,"Spatial Unit Type = ""Bedroom""Quantity = [value]"
Property,BelowGradeFinishedArea,Below Grade Finished Area,The finished area within the structure that is below ground.,Structure,Number,,14,2,,Superficie finie au-dessous du niveau du sol,Área Completada por Encima del Piso,Active,512d821,100312,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2011-11-09,2021-06-17,,BelowGradeFinishedArea Field,https://ddwiki.reso.org/display/DDW20/BelowGradeFinishedArea+Field,2105018,,,"Location = ""Below grade""Finished Status = ""Finished""Area = [value]"
Property,BelowGradeFinishedAreaSource,Below Grade Finished Area Source,"The source of the measurements. This is a pick list of options showing the source of the measurement (e.g., Agent, Assessor, Estimate).",Structure,"String List, Single",,50,,,Source des mesures de la superficie finie au-dessous du niveau du sol,Fuente del Área Completada por Encima del Piso,Active,4321e0d,100822,Open with Enumerations,AreaSource,No,"RESI,RLSE,RINC,MOBI,FARM",,2016-06-21,2021-06-17,,BelowGradeFinishedAreaSource Field,https://ddwiki.reso.org/display/DDW20/BelowGradeFinishedAreaSource+Field,2105024,,,Origin = [value]
Property,BelowGradeFinishedAreaUnits,Below Grade Finished Area Units,"A pick list of the unit of measurement for the area (e.g., Square Feet, Square Meters).",Structure,"String List, Single",,25,,,Unité de mesure de la superficie finie au-dessous du niveau du sol,Unidades de Área Completada por Encima del Piso,Active,360ea7a,100823,Open with Enumerations,AreaUnits,No,"RESI,RLSE,RINC,MOBI,FARM",,2016-06-21,2021-06-17,,BelowGradeFinishedAreaUnits Field,https://ddwiki.reso.org/display/DDW20/BelowGradeFinishedAreaUnits+Field,2105032,,,
Property,BelowGradeUnfinishedArea,Below Grade Unfinished Area,The unfinished area within the structure that is below ground.,Structure,Number,,14,2,,,,Active,9c3dd30,,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2019-02-21,2019-02-21,2.0.0,BelowGradeUnfinishedArea Field,https://ddwiki.reso.org/display/DDW20/BelowGradeUnfinishedArea+Field,2105035,,,
Property,BelowGradeUnfinishedAreaSource,Below Grade Unfinished Area Source,"The source of the measurements of the unfinished area below grade. This is a pick list of options showing the source of the measurement (e.g., Agent, Assessor, Estimate).",Structure,"String List, Single",,50,,,,,Active,11591ca,,Open with Enumerations,AreaSource,No,"RESI,RLSE,RINC,MOBI,FARM",,2019-02-21,2019-02-21,2.0.0,BelowGradeUnfinishedAreaSource Field,https://ddwiki.reso.org/display/DDW20/BelowGradeUnfinishedAreaSource+Field,2105042,,,
Property,BelowGradeUnfinishedAreaUnits,Below Grade Unfinished Area Units,"A pick list of the unit of measurement for the unfinished area below grade (e.g., Square Feet, Square Meters).",Structure,"String List, Single",,25,,,,,Active,0eb60bf,,Open with Enumerations,AreaUnits,No,"RESI,RLSE,RINC,MOBI,FARM",,2019-02-21,2019-02-21,2.0.0,BelowGradeUnfinishedAreaUnits Field,https://ddwiki.reso.org/display/DDW20/BelowGradeUnfinishedAreaUnits+Field,2105050,,,
Property,BodyType,Body Type,The type of mobile home.,Structure,"String List, Multi",,1024,,,Type de maison mobile,Tipo de Conjunto,Active,a6969da,100385,Open with Enumerations,BodyType,No,MOBI,IDX,2018-12-26,2021-06-17,,BodyType Field,https://ddwiki.reso.org/display/DDW20/BodyType+Field,2105054,,,
Property,BuilderModel,Builder Model,The builder's model name or number for the property.,Structure,String,,50,,,Modèle du constructeur,Modelo Constructor,Active,793856d,100339,,,No,"RESI,RLSE,RINC,FARM",,2016-06-21,2021-06-17,,BuilderModel Field,https://ddwiki.reso.org/display/DDW20/BuilderModel+Field,2105059,,,Builder Model = [value]
Property,BuilderName,Builder Name,The name of the builder of the property or builder's tract.,Structure,String,,50,,,Nom du constructeur,Nombre Constructor,Active,0ca237b,100338,,,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML",,2018-12-26,2021-06-17,,BuilderName Field,https://ddwiki.reso.org/display/DDW20/BuilderName+Field,2105065,,,"Contact Label = ""Builder""Company Name = [value]"
Property,BuildingAreaSource,Building Area Source,"The source of the measurements. This is a pick list of options showing the source of the measurement (e.g., Agent, Assessor, Estimate).",Structure,"String List, Single",,50,,,Source des mesures de la superficie en construction,Fuente de Área de Construcción,Active,b559403,100314,Open with Enumerations,AreaSource,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML",,2016-06-21,2021-06-17,,BuildingAreaSource Field,https://ddwiki.reso.org/display/DDW20/BuildingAreaSource+Field,2105071,,,Origin = [value]
Property,BuildingAreaTotal,Building Area Total,"The total area of the structure, including both finished and unfinished areas.",Structure,Number,,14,2,,Superficie totale en construction,Área Total de Construcción,Active,e0e1f19,100313,,,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML",,2018-12-26,2021-06-17,,BuildingAreaTotal Field,https://ddwiki.reso.org/display/DDW20/BuildingAreaTotal+Field,2105078,,,"Interval Measure = ""Total""Premises Level = ""Building""Area = [value]"
Property,BuildingAreaUnits,Building Area Units,"A pick list of the unit of measurement for the area (e.g., Square Feet, Square Meters).",Structure,"String List, Single",,25,,,Unité de mesure de la superficie en construction,Unidades de Área de Construcción,Active,19f2e32,100404,Open with Enumerations,AreaUnits,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML",,2016-06-21,2021-06-17,,BuildingAreaUnits Field,https://ddwiki.reso.org/display/DDW20/BuildingAreaUnits+Field,2105084,,,
Property,BuildingFeatures,Building Features,The features or amenities of the building or business park.,Structure,"String List, Multi",,1024,,,Caractéristiques du bâtiment,Características de Construcción,Active,8abfadc,100903,Open,BuildingFeatures,No,"COMS,COML",,2018-12-26,2021-06-17,,BuildingFeatures Field,https://ddwiki.reso.org/display/DDW20/BuildingFeatures+Field,2105090,,,
Property,BuildingName,Building Name,The name of the building or business park.,Structure,String,,50,,,Nom du bâtiment,Nombre de Edificio,Active,db5a3b7,100902,,,No,"COMS,COML",,2014-07-03,2021-06-17,,BuildingName Field,https://ddwiki.reso.org/display/DDW20/BuildingName+Field,2105096,,,"Premises Level = ""Building""Identifier Label = ""Name""Identifier = [value]"
Property,BusinessName,Business Name,The name of the business being sold.,Business,String,,255,,,Nom de l’entreprise,Nombre de Negocio,Active,0d33e79,100921,,,No,BUSO,,2015-07-21,2021-06-17,,BusinessName Field,https://ddwiki.reso.org/display/DDW20/BusinessName+Field,2105045,,,"Contact Label = ""Business""Company Name = [value]"
Property,BusinessType,Business Type,"The type of business being sold (e.g., Retail, Wholesale, Grocery, Food & Bev).",Business,"String List, Multi",,1024,,,Type d’entreprise,Tipo de Negocio,Active,f3124af,100906,Open with Enumerations,BusinessType,No,"COMS,COML,BUSO",IDX,2018-12-26,2021-06-17,,BusinessType Field,https://ddwiki.reso.org/display/DDW20/BusinessType+Field,2105051,,,"Contact Label = ""Business"" Occupancy Classification = [value]"
Property,BuyerAgent,Buyer Agent,The buyer's agent involved in the transaction.,"Listing,AgentOffice,BuyerAgent",Resource,Member,,,,,,Active,2753b47,,,,,,,2022-01-07,2022-02-10,1.7.0,BuyerAgent Field,https://ddwiki.reso.org/display/DDW20/BuyerAgent+Field,2105068,BuyerAgentKey,MemberKey,
Property,BuyerAgentAOR,Buyer Agent AOR,The buyer agent's board or association of REALTORS®.,"Listing,AgentOffice,BuyerAgent","String List, Single",,50,,BuyerMemberAOR,Chambre/association immobilière du courtier ou agent de l’acheteur,Agente Comprandor de AOR,Active,eed7cb8,100805,Open,AOR,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentAOR Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentAOR+Field,2105073,,,
Property,BuyerAgentDesignation,Buyer Agent Designation,Designations and certifications acknowledging experience and expertise in various real estate sectors are awarded by the National Association of REALTORS® (NAR) and each affiliated group upon completion of required courses.,"Listing,AgentOffice,BuyerAgent","String List, Multi",,50,,BuyerMemberDesignation,Titre du courtier ou agent de l’acheteur,Denominación de Agente Comprador,Active,aff4fe3,100181,Open,BuyerAgentDesignation,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentDesignation Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentDesignation+Field,2105079,,,
Property,BuyerAgentDirectPhone,Buyer Agent Direct Phone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,"Listing,AgentOffice,BuyerAgent",String,,16,,BuyerMemberDirectPhone,Numéro de téléphone direct du courtier ou agent de l’acheteur,Teléfono Directo de Agente Comprador,Active,faeba17,100169,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentDirectPhone Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentDirectPhone+Field,2105086,,,
Property,BuyerAgentEmail,Buyer Agent Email,The email address of the buyer's agent.,"Listing,AgentOffice,BuyerAgent",String,,80,,BuyerMemberEmail,Courriel du courtier ou agent de l’acheteur,Email de Agente Comprador,Active,a3b5329,100176,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentEmail Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentEmail+Field,2105092,,,
