ResourceName,StandardName,DisplayName,Definition,Groups,SimpleDataType,SourceResource,SugMaxLength,SugMaxPrecision,Synonyms,FrenchCanadianDisplayName,SpanishDisplayName,ElementStatus,RecordId,LegacyRecordId,LookupStatus,LookupName,RepeatingElement,PropertyTypes,Payloads,StatusChangeDate,RevisedDate,AddedInVersion,WikiPageTitle,WikiPageUrl,WikiPageId,TargetResourceKey,SourceResourceKey,BEDES
HistoryTransactional,NewValue,New Value,The new value applied to the named field.,,String,,8000,,,,Nuevo Valor,Active,ca5a494,140010,,,No,,,2013-05-21,2012-12-12,,NewValue Field,https://ddwiki.reso.org/display/DDW20/NewValue+Field,1135220,,,
HistoryTransactional,OriginatingSystem,Originating System,The originating system of the HistoryTransactional record.,,Resource,,,,,,,Active,66b4fa2,,,,No,,,2020-01-06,2020-01-06,1.7.0,OriginatingSystem Field (HistoryTransactional),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135226,1135226,OriginatingSystemID,OrganizationUniqueId,
HistoryTransactional,OriginatingSystemHistoryKey,Originating System History Key,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the MLS where the history was input). There may be cases where the source system (how the record was received) is not the originating system. See Source System History Key for more information.",,String,,255,,ProviderKey,,Clave Histórica de Sistema de Origen,Active,8668f80,140002,,,No,,,2016-06-21,2016-02-18,,OriginatingSystemHistoryKey Field,https://ddwiki.reso.org/display/DDW20/OriginatingSystemHistoryKey+Field,1135232,,,
HistoryTransactional,OriginatingSystemID,Originating System ID,"The OUID Resource's OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the MLS where the history was input). In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",,String,,25,,,,ID Sistema de Origen,Active,0ac32fe,140016,,,No,,,2016-06-21,2016-02-18,1.5.0,OriginatingSystemID Field (HistoryTransactional),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135238,1135238,,,
HistoryTransactional,OriginatingSystemName,Originating System Name,"The name of the originating record provider, most commonly the name of the MLS. The place where the history is originally input. The legal name of the company.",,String,,255,,"ProviderName, MLSID",,Nombre de Sistema de Origen,Active,d2e5582,140003,,,No,,,2016-06-21,2016-02-18,,OriginatingSystemName Field (HistoryTransactional),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135244,1135244,,,
HistoryTransactional,PreviousValue,Previous Value,The value found in the named field prior to the change represented by this record.,,String,,8000,,,,Valor Anterior,Active,1157651,140009,,,No,,,2013-05-21,2012-12-12,,PreviousValue Field,https://ddwiki.reso.org/display/DDW20/PreviousValue+Field,1135250,,,
HistoryTransactional,ResourceName,Resource Name,The name of the resource in which this history record applies.,,String,,255,,,,Nombre de Recurso,Active,9ed183d,140011,,,No,,,2014-07-03,2015-08-12,,ResourceName Field (HistoryTransactional),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135256,1135256,,,
HistoryTransactional,ResourceRecordID,Resource Record ID,"The well-known identifier of the related record from the source resource. The value may be identical to that of the listing key, but the listing ID is intended to be the value used by a human to retrieve the information about a specific listing. In a multiple-originating or merged system, this value may not be unique and may require the use of the provider system to create a synthetic unique value.",,String,,255,,"MLNumber, MLSNumber, ListingNumber, AgentID, OfficeID, ContactID",,ID de Registro de Recurso,Active,af57632,140013,,,No,,,2013-05-21,2012-12-12,,ResourceRecordID Field,https://ddwiki.reso.org/display/DDW20/ResourceRecordID+Field,2116380,,,
HistoryTransactional,ResourceRecordKey,Resource Record Key,"The primary key of the related record from the source resource (e.g., ListingKey, AgentKey, OfficeKey). This is the system being connected to and not necessarily the original source of the record. This is a foreign key from the resource selected in the ResourceName field.",,String,,255,,"SystemUniqueID, ImmediateSourceID",,Clave de Registro de Recurso,Active,8a2f7d5,140012,,,No,,,2015-07-21,2015-02-01,,ResourceRecordKey Field (HistoryTransactional),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135268,1135268,,,
HistoryTransactional,SourceSystem,Source System,The source system of the HistoryTransactional record.,,Resource,,,,,,,Active,a5533a1,,,,No,,,2020-01-06,2020-01-06,1.7.0,SourceSystem Field (HistoryTransactional),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135274,1135274,SourceSystemID,OrganizationUniqueId,
HistoryTransactional,SourceSystemHistoryKey,Source System History Key,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",,String,,255,,ProviderKey,,Clave de Historial Sistema Fuente,Active,88b4e12,140017,,,No,,,2016-06-21,2016-02-18,1.5.0,SourceSystemHistoryKey Field,https://ddwiki.reso.org/display/DDW20/SourceSystemHistoryKey+Field,1135280,,,
HistoryTransactional,SourceSystemID,Source System ID,"The OUID Resource's OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",,String,,25,,MLSID,,ID Sistema Fuente,Active,880dafc,140019,,,No,,,2016-06-21,2016-02-18,1.5.0,SourceSystemID Field (HistoryTransactional),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135287,1135287,,,
HistoryTransactional,SourceSystemName,Source System Name,The name of the historical record provider. The system from which the record was directly received. The legal name of the company.,,String,,255,,"ProviderName, MLSID",,Nombre Sistema Fuente,Active,2eac382,140018,,,No,,,2016-06-21,2016-02-18,1.5.0,SourceSystemName Field (HistoryTransactional),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135292,1135292,,,
InternetTracking,ActorCity,Actor City,The city location of the actor as recorded by the source.,Actor,String,,50,,,,Ciudad Tercero,Active,444207e,425001,,,No,,,2017-08-09,2017-03-30,1.6.0,ActorCity Field,https://ddwiki.reso.org/display/DDW20/ActorCity+Field,1135291,,,
InternetTracking,ActorEmail,Actor Email,The email address of the actor in this event.,Actor,String,,80,,,,Email Tercero,Active,85bf1e6,425002,,,No,,,2017-08-09,2017-03-30,1.6.0,ActorEmail Field,https://ddwiki.reso.org/display/DDW20/ActorEmail+Field,1135297,,,
InternetTracking,ActorID,Actor ID,"The local, well-known identifier the actor, provided by the source when applicable. This value may not be unique, specifically in the case of aggregation systems. This value should be the human-friendly identifier from the original system. Use of the ID may be common when the actor is an MLS or other software user. Otherwise, use of ActorKey is recommended.",Actor,String,,25,,,,ID Tercero,Active,773b263,425003,,,No,,,2017-08-09,2022-01-09,1.6.0,ActorID Field,https://ddwiki.reso.org/display/DDW20/ActorID+Field,1135303,,,
InternetTracking,ActorIP,Actor IP,"The recorded IP address of the actor in this event. IPv4 addresses are 15 charaters and IPv6 addresses are a max of 39 characters. IP addresses should not omit leading zeros (i.e., 10.1.1.1 should appear as 010.001.001.001).",Actor,String,,39,,,,IP Tercero,Active,5b6f72c,425004,,,No,,,2017-08-09,2017-03-30,1.6.0,ActorIP Field,https://ddwiki.reso.org/display/DDW20/ActorIP+Field,1135309,,,
InternetTracking,ActorKey,Actor Key,"A unique identifier for this record from the immediate source. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, utilize SourceSystemActorKey and/or OriginatingSystemActorKey.",Actor,String,,255,,,,Clave Tercero,Active,ef8f012,425005,,,No,,,2017-08-09,2022-01-09,1.6.0,ActorKey Field,https://ddwiki.reso.org/display/DDW20/ActorKey+Field,1135314,,,
InternetTracking,ActorLatitude,Actor Latitude,"The geographic latitude of some reference point for the location of the actor, specified in degrees and decimal parts. Positive numbers must not include the plus symbol.",Actor,Number,,12,8,,,Latitud Tercero,Active,135c690,425007,,,No,,,2017-08-09,2017-09-01,1.6.0,ActorLatitude Field,https://ddwiki.reso.org/display/DDW20/ActorLatitude+Field,1135320,,,
InternetTracking,ActorLongitude,Actor Longitude,"The geographic longitude of some reference point for the location of the actor, specified in degrees and decimal parts. Positive numbers must not include the plus symbol.",Actor,Number,,12,8,,,Longitud Tercero,Active,3abc838,425008,,,No,,,2017-08-09,2017-09-01,1.6.0,ActorLongitude Field,https://ddwiki.reso.org/display/DDW20/ActorLongitude+Field,1135326,,,
InternetTracking,ActorOriginatingSystem,Actor Originating System,The originating system of the Actor record.,Actor,Resource,OUID,,,,,,Active,861dc9a,,,,No,,,2022-01-06,2022-01-06,1.7.0,ActorOriginatingSystem Field,https://ddwiki.reso.org/display/DDW20/ActorOriginatingSystem+Field,1135332,ActorOriginatingSystemID,OrganizationUniqueId,
InternetTracking,ActorOriginatingSystemID,Actor Originating System ID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the name of the MLS where the listing was input). In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",Actor,String,,25,,,,ID Sistema de Origen Tercero,Active,8e9b4dc,425009,,,No,,,2017-08-09,2017-03-30,1.6.0,ActorOriginatingSystemID Field,https://ddwiki.reso.org/display/DDW20/ActorOriginatingSystemID+Field,1135338,,,
InternetTracking,ActorOriginatingSystemName,Actor Originating System Name,"The name of the originating record provider, most commonly the name of the MLS. The place where the listing is originally input by the member. The legal name of the company.",Actor,String,,255,,,,Nombre de Sistema de Origen Tercero,Active,014d148,425010,,,No,,,2017-08-09,2017-03-30,1.6.0,ActorOriginatingSystemName Field,https://ddwiki.reso.org/display/DDW20/ActorOriginatingSystemName+Field,1135344,,,
InternetTracking,ActorPhone,Actor Phone,The phone number of the actor in this event.,Actor,String,,16,,,,Teléfono Tercero,Active,bd3f548,425011,,,No,,,2017-08-09,2017-03-30,1.6.0,ActorPhone Field,https://ddwiki.reso.org/display/DDW20/ActorPhone+Field,1135351,,,
InternetTracking,ActorPhoneExt,Actor Phone Ext,"The extension of the given phone number, if applicable.",Actor,String,,10,,,,Ext Telefónica Tercero,Active,7c66161,425012,,,No,,,2017-08-09,2017-03-30,1.6.0,ActorPhoneExt Field,https://ddwiki.reso.org/display/DDW20/ActorPhoneExt+Field,1135357,,,
InternetTracking,ActorPostalCode,Actor Postal Code,The postal code of the actor.,Actor,String,,10,,,,Código Postal Tercero,Active,c617f2a,425013,,,No,,,2017-08-09,2017-03-30,1.6.0,ActorPostalCode Field,https://ddwiki.reso.org/display/DDW20/ActorPostalCode+Field,1135361,,,
InternetTracking,ActorPostalCodePlus4,Actor Postal Code Plus4,The four-digit extension of the U.S. Zip Code.,Actor,String,,4,,,,Código Postal Más4 Tercero,Active,b0abb2a,425014,,,No,,,2017-08-09,2017-03-30,1.6.0,ActorPostalCodePlus4 Field,https://ddwiki.reso.org/display/DDW20/ActorPostalCodePlus4+Field,1135367,,,
InternetTracking,ActorRegion,Actor Region,"A geographical region defined by the source. For this use, the region is not specifically at the city, county, state, country or continent level, and this is typical in Internet tracking standards.",Actor,String,,150,,,,Región Tercero,Active,8dc4d37,425015,,,No,,,2017-08-09,2017-03-30,1.6.0,ActorRegion Field,https://ddwiki.reso.org/display/DDW20/ActorRegion+Field,1135373,,,
InternetTracking,ActorSourceSystem,Actor Source System,The source system of the Actor record.,Actor,Resource,OUID,,,,,,Active,a47fe97,,,,No,,,2022-01-06,2022-01-06,1.7.0,ActorSourceSystem Field,https://ddwiki.reso.org/display/DDW20/ActorSourceSystem+Field,1135380,ActorSourceSystemID,OrganizationUniqueId,
InternetTracking,ActorSourceSystemID,Actor Source System ID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",Actor,String,,25,,,,ID de Tercero Sistema Fuente,Active,298ea4e,425016,,,No,,,2017-08-09,2017-03-30,1.6.0,ActorSourceSystemID Field,https://ddwiki.reso.org/display/DDW20/ActorSourceSystemID+Field,1135386,,,
InternetTracking,ActorSourceSystemName,Actor Source System Name,The name of the immediate record provider. The system from which the record was directly received. The legal name of the company.,Actor,String,,255,,,,Nombre de Tercero Sistema Fuente,Active,6f5086d,425017,,,No,,,2017-08-09,2017-03-30,1.6.0,ActorSourceSystemName Field,https://ddwiki.reso.org/display/DDW20/ActorSourceSystemName+Field,1135392,,,
InternetTracking,ActorStateOrProvince,Actor State Or Province,The state or province location of the actor as recorded by the source.,Actor,"String List, Single",,2,,,,Estado o Provincia Tercero,Active,941c6b8,425018,Open with Enumerations,StateOrProvince,No,,,2017-08-09,2017-03-30,1.6.0,ActorStateOrProvince Field,https://ddwiki.reso.org/display/DDW20/ActorStateOrProvince+Field,1135398,,,
InternetTracking,ActorType,Actor Type,"A list of actor types; where the event originated from (e.g., Agent, Bot, Consumer). In implementation, this is typically a required field.",Actor,"String List, Single",,25,,,,Tipo de Tercero,Active,b9a321d,425019,Open with Enumerations,ActorType,No,,,2017-08-09,2017-03-30,1.6.0,ActorType Field,https://ddwiki.reso.org/display/DDW20/ActorType+Field,1135403,,,
InternetTracking,ColorDepth,Color Depth,The color depth of the actor's device display.,Actor,Number,,255,,,,,Active,1adac7d,425053,,,No,,,2018-12-26,2018-10-09,1.7.0,ColorDepth Field,https://ddwiki.reso.org/display/DDW20/ColorDepth+Field,1135410,,,
InternetTracking,DeviceType,Device Type,"The device type used by the actor (e.g., Mobile, Desktop) in this event.",Actor,"String List, Single",,128,,,,Tipo de Dispositivo,Active,dc172c7,425020,Open with Enumerations,DeviceType,No,,,2017-08-09,2017-08-22,1.6.0,DeviceType Field,https://ddwiki.reso.org/display/DDW20/DeviceType+Field,1135416,,,
InternetTracking,EventDescription,Event Description,"A description of the event being tracked (e.g., ""The listing was viewed."").",Event,String,,1024,,,,Descripción de Evento,Active,33dc98d,425025,,,No,,,2017-08-09,2017-03-30,1.6.0,EventDescription Field,https://ddwiki.reso.org/display/DDW20/EventDescription+Field,1135299,,,
InternetTracking,EventKey,Event Key,"A unique identifier for this record from the immediate source. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, utilize SourceSystemEventKey and/or OriginatingSystemEventKey.",Event,String,,255,,,,Clave de Evento,Active,32ba975,425026,,,No,,,2017-08-09,2022-01-09,1.6.0,EventKey Field,https://ddwiki.reso.org/display/DDW20/EventKey+Field,1135305,,,
InternetTracking,EventLabel,Event Label,A short description of the event being tracked.,Event,String,,50,,,,Etiqueta de Evento,Active,e4a3661,425028,,,No,,,2017-08-09,2017-03-30,1.6.0,EventLabel Field,https://ddwiki.reso.org/display/DDW20/EventLabel+Field,1135311,,,
InternetTracking,EventOriginatingSystem,Event Originating System,The originating system of the InternetTracking event.,Event,Resource,OUID,,,,,,Active,5b1c12e,,,,No,,,2022-01-06,2022-01-06,1.7.0,EventOriginatingSystem Field,https://ddwiki.reso.org/display/DDW20/EventOriginatingSystem+Field,1135317,EventOriginatingSystemID,OrganizationUniqueId,
InternetTracking,EventOriginatingSystemID,Event Originating System ID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the name of the MLS where the listing was input). In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",Event,String,,25,,,,ID de Evento Sistema de Origen,Active,f8a1dbe,425029,,,No,,,2017-08-09,2017-03-30,1.6.0,EventOriginatingSystemID Field,https://ddwiki.reso.org/display/DDW20/EventOriginatingSystemID+Field,1135323,,,
InternetTracking,EventOriginatingSystemName,Event Originating System Name,"The name of the originating record provider, most commonly the name of the MLS. The place where the listing is originally input by the member. The legal name of the company.",Event,String,,255,,,,Nombre de Evento Sistema de Origen,Active,a8ce09b,425030,,,No,,,2017-08-09,2017-03-30,1.6.0,EventOriginatingSystemName Field,https://ddwiki.reso.org/display/DDW20/EventOriginatingSystemName+Field,1135329,,,
InternetTracking,EventReportedTimestamp,Event Reported Timestamp,Date/time of when the event was recorded. This may differ from the EventTimestamp.,Event,Timestamp,,27,,,,,Active,336e397,,,,No,,,2021-04-21,2021-04-21,2.0.0,EventReportedTimestamp Field,https://ddwiki.reso.org/display/DDW20/EventReportedTimestamp+Field,1135335,,,
InternetTracking,EventSource,Event Source,"Conveys the source of the EventType. For example, ""Map"" is the EventSource of an object that has an impression on a map display.",Event,"String List, Single",,128,,,,,Active,7ed3f21,,Open with Enumerations,EventSource,No,,,2019-04-30,2019-04-30,2.0.0,EventSource Field,https://ddwiki.reso.org/display/DDW20/EventSource+Field,1135341,,,
InternetTracking,EventSourceSystem,Event Source System,The source system of the InternetTracking event.,Event,Resource,OUID,,,,,,Active,8e0441d,,,,No,,,2022-01-06,2022-01-06,1.7.0,EventSourceSystem Field,https://ddwiki.reso.org/display/DDW20/EventSourceSystem+Field,1135347,EventSourceSystemID,OrganizationUniqueId,
InternetTracking,EventSourceSystemID,Event Source System ID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",Event,String,,25,,,,ID de Evento Sistema Fuente,Active,c8cb31a,425031,,,No,,,2017-08-09,2017-03-30,1.6.0,EventSourceSystemID Field,https://ddwiki.reso.org/display/DDW20/EventSourceSystemID+Field,1135353,,,
InternetTracking,EventSourceSystemName,Event Source System Name,The name of the immediate record provider. The system from which the record was directly received. The legal name of the company.,Event,String,,255,,,,Nombre de Evento Sistema Fuente,Active,fa37e09,425032,,,No,,,2017-08-09,2017-03-30,1.6.0,EventSourceSystemName Field,https://ddwiki.reso.org/display/DDW20/EventSourceSystemName+Field,1135359,,,
InternetTracking,EventTarget,Event Target,A defined target of the event type.,Event,"String List, Single",,25,,,,Objetivo de Evento,Active,5500854,425033,Open with Enumerations,EventTarget,No,,,2017-08-09,2017-08-22,1.6.0,EventTarget Field,https://ddwiki.reso.org/display/DDW20/EventTarget+Field,1135364,,,
InternetTracking,EventTimestamp,Event Timestamp,"A Coordinated Universal Time (UTC) timestamp of when the event being tracked occurred. In implementation, this is typically a required field.",Event,Timestamp,,27,,,,Marca de Tiempo de Evento,Active,2bb0810,425034,,,No,,,2017-08-09,2017-03-30,1.6.0,EventTimestamp Field,https://ddwiki.reso.org/display/DDW20/EventTimestamp+Field,1135371,,,
InternetTracking,EventType,Event Type,"The type of event being tracked. In implementation, this is typically a required a field.",Event,"String List, Single",,128,,,,Tipo de Evento,Active,d5a13f3,425035,Open with Enumerations,EventType,No,,,2017-08-09,2017-09-01,1.6.0,EventType Field,https://ddwiki.reso.org/display/DDW20/EventType+Field,1135377,,,
InternetTracking,ObjectID,Object ID,"An ID pertaining to the ObjectType (i.e., the MLS listing ID for ObjectType.Listing).",Object,String,,255,,,,ID de Objeto,Active,d7e6627,425039,,,No,,,2017-08-09,2017-03-30,1.6.0,ObjectID Field,https://ddwiki.reso.org/display/DDW20/ObjectID+Field,1135342,,,
InternetTracking,ObjectIdType,Object ID Type,"A label that better defines the data in the ObjectID field (i.e., ObjectID is an MLS listing ID or ObjectID is a unique ID from the source).",Object,"String List, Single",,128,,,,Tipo de ID de Objeto,Active,26aca6e,425040,Open with Enumerations,ObjectIdType,No,,,2017-08-09,2017-03-30,1.6.0,ObjectIdType Field,https://ddwiki.reso.org/display/DDW20/ObjectIdType+Field,1135348,,,
InternetTracking,ObjectKey,Object Key,"A unique identifier for this record from the immediate source. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, utilize SourceSystemEventKey and/or OriginatingSystemEventKey.",Object,String,,255,,,,Clave de Objeto,Active,44e3ede,425041,,,No,,,2017-08-09,2022-01-09,1.6.0,ObjectKey Field,https://ddwiki.reso.org/display/DDW20/ObjectKey+Field,1135354,,,
InternetTracking,ObjectOriginatingSystem,Object Originating System,The originating system of the InternetTracking object.,Object,Resource,OUID,,,,,,Active,5d0e860,,,,No,,,2022-01-06,2022-01-06,1.7.0,ObjectOriginatingSystem Field,https://ddwiki.reso.org/display/DDW20/ObjectOriginatingSystem+Field,1135360,ObjectOriginatingSystemID,OrganizationUniqueId,
InternetTracking,ObjectOriginatingSystemID,Object Originating System ID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (eg., the name of the MLS where the listing was input). In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",Object,String,,25,,,,ID de Sistema de Origen del Objeto,Active,70a149f,425043,,,No,,,2017-08-09,2017-03-30,1.6.0,ObjectOriginatingSystemID Field,https://ddwiki.reso.org/display/DDW20/ObjectOriginatingSystemID+Field,1135366,,,
InternetTracking,ObjectOriginatingSystemName,Object Originating System Name,"The name of the originating record provider, most commonly the name of the MLS. The place where the listing is originally input by the member. The legal name of the company.",Object,String,,255,,,,Nombre de Sistema de Origen del Objeto,Active,8ec7d7e,425044,,,No,,,2017-08-09,2017-03-30,1.6.0,ObjectOriginatingSystemName Field,https://ddwiki.reso.org/display/DDW20/ObjectOriginatingSystemName+Field,1135370,,,
InternetTracking,ObjectSourceSystem,Object Source System,The source system of the InternetTracking object.,Object,Resource,OUID,,,,,,Active,4cf8c82,,,,No,,,2022-01-06,2022-01-06,1.7.0,ObjectSourceSystem Field,https://ddwiki.reso.org/display/DDW20/ObjectSourceSystem+Field,1135376,ObjectSourceSystemID,OrganizationUniqueId,
InternetTracking,ObjectSourceSystemID,Object Source System ID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",Object,String,,25,,,,ID de Objeto Sistema de Origen,Active,e98ef45,425045,,,No,,,2017-08-09,2017-03-30,1.6.0,ObjectSourceSystemID Field,https://ddwiki.reso.org/display/DDW20/ObjectSourceSystemID+Field,1135382,,,
InternetTracking,ObjectSourceSystemName,Object Source System Name,The name of the immediate record provider. The system from which the record was directly received. The legal name of the company.,Object,String,,255,,,,Nombre de Objeto Sistema de Origen,Active,1e776ba,425046,,,No,,,2017-08-09,2017-03-30,1.6.0,ObjectSourceSystemName Field,https://ddwiki.reso.org/display/DDW20/ObjectSourceSystemName+Field,1135389,,,
InternetTracking,ObjectType,Object Type,"The type of object being tracked in this event. In implementation, this is typically a required field.",Object,"String List, Single",,128,,,,Tipo de Objeto,Active,287e69d,425047,Open with Enumerations,ObjectType,No,,,2017-08-09,2017-03-30,1.6.0,ObjectType Field,https://ddwiki.reso.org/display/DDW20/ObjectType+Field,1135394,,,
InternetTracking,ObjectURL,Object URL,The Uniform Resource Locator (URL) of the tracked event.,Object,String,,8000,,,,URL de Objeto,Active,c1028b5,425048,,,No,,,2017-08-09,2017-03-30,1.6.0,ObjectURL Field,https://ddwiki.reso.org/display/DDW20/ObjectURL+Field,1135400,,,
InternetTracking,OriginatingSystemActorKey,Originating System Actor Key,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the MLS where the member was input). There may be cases where the source system (how the record is received) is not the originating system. See Source System Key for more information.",Actor,String,,255,,,,Clave de Tercero Sistema de Origen,Active,c654e0c,425021,,,No,,,2017-08-09,2017-03-30,1.6.0,OriginatingSystemActorKey Field,https://ddwiki.reso.org/display/DDW20/OriginatingSystemActorKey+Field,1135422,,,
InternetTracking,OriginatingSystemEventKey,Originating System Event Key,"The system key, a unique record identifier, from the originating system, which is the system with authoritative control over the record (e.g., the MLS where the member was input). There may be cases where the source system (how the record was received) is not the originating system. See Source System Key for more information.",Event,String,,255,,,,Clave de Evento Sistema de Origen,Active,40d4b1c,425036,,,No,,,2017-08-09,2017-03-30,1.6.0,OriginatingSystemEventKey Field,https://ddwiki.reso.org/display/DDW20/OriginatingSystemEventKey+Field,1135384,,,
InternetTracking,OriginatingSystemObjectKey,Originating System Object Key,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the MLS where the member was input). There may be cases where the source system (how the record is received) is not the originating system. See Source System Key for more information.",Object,String,,255,,,,Clave de Evento Sistema de Origen,Active,dd04b32,425049,,,No,,,2017-08-09,2017-03-30,1.6.0,OriginatingSystemObjectKey Field,https://ddwiki.reso.org/display/DDW20/OriginatingSystemObjectKey+Field,1135406,,,
InternetTracking,ReferringURL,Referring URL,The referring Uniform Resource Locator (URL) of the tracked event.,Event,String,,8000,,,,URL de Referencia,Active,480a6ef,425037,,,No,,,2017-08-09,2017-03-30,1.6.0,ReferringURL Field,https://ddwiki.reso.org/display/DDW20/ReferringURL+Field,1135390,,,
InternetTracking,ScreenHeight,Screen Height,"The screen height, in pixels, of the actor's device.",Actor,Number,,255,,,,,Active,36b313d,425052,,,No,,,2018-12-26,2018-10-09,1.7.0,ScreenHeight Field,https://ddwiki.reso.org/display/DDW20/ScreenHeight+Field,1135427,,,
InternetTracking,ScreenWidth,Screen Width,"The screen width, in pixels, of the actor's device.",Actor,Number,,255,,,,,Active,d7e88bf,425051,,,No,,,2018-12-26,2018-10-09,1.7.0,ScreenWidth Field,https://ddwiki.reso.org/display/DDW20/ScreenWidth+Field,1135434,,,
InternetTracking,SessionID,Session ID,"A unique session ID number, created by the source, that can be used to query data for a single session.",Actor,String,,255,,,,ID de Sesión,Active,5a86488,425022,,,No,,,2017-08-09,2017-03-30,1.6.0,SessionID Field,https://ddwiki.reso.org/display/DDW20/SessionID+Field,1135439,,,
InternetTracking,SourceSystemActorKey,Source System Actor Key,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",Actor,String,,255,,,,Clave de Actor Sistema Fuente,Active,adfc325,425023,,,No,,,2017-08-09,2017-03-30,1.6.0,SourceSystemActorKey Field,https://ddwiki.reso.org/display/DDW20/SourceSystemActorKey+Field,1135444,,,
InternetTracking,SourceSystemEventKey,Source System Event Key,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",Event,String,,255,,,,Clave de Evento Sistema Fuente,Active,af18932,425038,,,No,,,2017-08-09,2017-03-30,1.6.0,SourceSystemEventKey Field,https://ddwiki.reso.org/display/DDW20/SourceSystemEventKey+Field,1135395,,,
InternetTracking,SourceSystemObjectKey,Source System Object Key,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",Object,String,,255,,,,Clave de Objeto Sistema Fuente,Active,71d790a,425050,,,No,,,2017-08-09,2017-03-30,1.6.0,SourceSystemObjectKey Field,https://ddwiki.reso.org/display/DDW20/SourceSystemObjectKey+Field,1135412,,,
InternetTracking,TimeZoneOffset,Time Zone Offset,"The time zone offset is the difference, in minutes, between Coordinated Universal Time (UTC) and local time.",Actor,Number,,255,,,,,Active,b8b9ec1,425054,,,No,,,2018-12-26,2018-10-09,1.7.0,TimeZoneOffset Field,https://ddwiki.reso.org/display/DDW20/TimeZoneOffset+Field,1135451,,,
InternetTracking,UserAgent,User Agent,"The software agent acting on behalf of the user (actor) in this event. This is commonly conveyed by browser applications (e.g., Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; rv:11.0)). This can also be a user configurable string as seen in RETS client applications.",Actor,String,,255,,,,Agente Usuario,Active,5807dff,425024,,,No,,,2017-08-09,2017-03-30,1.6.0,UserAgent Field,https://ddwiki.reso.org/display/DDW20/UserAgent+Field,1135456,,,
InternetTrackingSummary,EndTimestamp,End Timestamp,Indicates the ending timestamp the data is representing.,,Timestamp,,27,,,,,Active,d15510f,,,,No,,,2021-04-21,2021-04-21,2.0.0,EndTimestamp Field,https://ddwiki.reso.org/display/DDW20/EndTimestamp+Field,1136036,,,
InternetTrackingSummary,InternetTrackingSummaryKey,Internet Tracking Summary Key,"A system unique identifier. Specifically, the local key to the InternetTrackingSummary resource.",,String,,255,,,,,Active,9089205,,,,No,,,2022-10-25,2022-10-25,2.0.0,InternetTrackingSummaryKey Field,https://ddwiki.reso.org/display/DDW20/InternetTrackingSummaryKey+Field,1136042,,,
